Name,Category,Region,Info
Sikukuu Shrine,Shrine,Great Hyrule Forest,"Spinning GearsLocation:0699, 2793, 0226 - In plain sight fromThyphlo Ruins.Solution:When the ball falls, Rewind the gear so the ball falls near the socket. Place it inside to open the gate.Rotate the lever clockwise, then Rewind it, using the giant cog to access the end statue.Treasure:Zonaite Longsword- After the first gate, rotate the lever counterclockwise instead. When Rewinded, the gear should push you down into a secret room with the chest."
Sikurukam Lightroot,Lightroot,Depths,
Sikutamak Lightroot,Lightroot,Depths,
Simmerstone Springs,Side Quest,Eldin Canyon,"How to Begin:Talk to Kima on the bridge on top of the waterfallSolution:Inside of Gorko Tunnel, break the rock wall and enter the hot springReward:100 rupees"
Simosiwak Shrine,Shrine,Sky,"Proving Grounds: Lights OutLocation:0163, 1972, 0759 - On the small island with the pond. Complete theDive Ceremonyto spawn the shrine.Solution:Destroy all the constructs, using only the gear provided in the room.Treasure:Bright Elixir - Just before the end statue."
Sinakawak Shrine,Shrine,Hyrule Field,"An Uplifting DeviceLocation:-1372, 0749, 0086 - Just behindNew Serenne Stable.Solution:Create a makeshift Hot-air Platform; you can do so by attaching a Candle to the center of a Board, then attacking a Balloon on top of the candle.Use the hot-air platform to reach the higher ledge; if the platform flies away, you can Rewind it to the ground.Dislodge the Board from the hot-air platform, and place the Candle-Balloon in front of the gate. It should rise and open the gate.Paraglide to the bottom floor, and make another Hot-air Platform, this time attaching the small ball to it.Ascend to the higher ledge, then Dislodge the ball into the small socket, opening the gate to the end statue.Treasure:Opal - In the final room, make the following contraption. Attach the Large Ball to the Board, then 2 Candles on opposite corners. Finally, attach a Balloon to each candle; the contraption should slowly ascend. Dislodge it from the higher ledge and into the large socket."
Sinatanika Shrine,Shrine,Deep Akkala,"Combat Training: SneakstrikeLocation:3841, 2298, 0048 - In the open near the chasmSolution:Defeat the construct, following the on-screen prompts.Treasure:Sneaky Elixir - Just before the end statue."
Sinonoyk Lightroot,Lightroot,Depths,
Sisinatag Lightroot,Lightroot,Depths,
Sisuran Shrine,Shrine,Hebra Mountains,"Rauru's BlessingLocation:-2560, 3353, 0425 - Along the base of the northern Hebra mountains.Shrine Quest:The North Hebra Mountain CrystalTreasure:Sapphire - Just before the end statue."
Sisustom Lightroot,Lightroot,Depths,Use ascend or the hot air balloon to reach it
Sitsum Shrine,Shrine,Eldin Canyon,"A Controlling DeviceLocation:2369, 2595, 0790 - Just below the upper train platform on Death MountainSolution:Drive the vehicule into the lava. At the crossroads, turn left.Destroy the construct.Dislodge the controller and Attach it to the nearby Wing.Ride the Wing to the end statue.Treasure:Mighty Construct Bow- At the crossroads, turn right instead. Attach the ball to the vehicule, and place it into the socket to open the gate."
Siwakama Shrine,Shrine,Gerudo Desert,"Moving the SpheresLocation:-2445, -3345, 0041 - On top of the sandy pillar.Solution:Place the large ball in the middle of the gap, and use it as a platform to cross.Attach both balls together, and place them horizontally on the angled slope. They should remain stable enough for you to cross and access the end statue.Treasure:Bomb Flower x5 - In the 2nd room, under the starting platform. Drop a ball on the ramp, right of the platform; it should shatter the wall blocking the chest."
Siyamotsus Shrine,Shrine,Sky,"Unlit BlessingLocation:-1795, 3289, 1011 - South Lomei Castle Top FloorSolution:Approach the end statue; it will pivot and fly away from Link.Using the nearby Fire Fruits, light up the two unlit candles on the structure; this should move the chest platform and reveal a launch pad.Use the launch pad and glide to the end statue.Treasure:Construct Bow- In the center of the platform."
Skull Lake Cave,Cave,Deep Akkala,Cave Entrances:??Bubbulfrog:Behind the Blue wall of breakable rocksInside the Cave:StalnoxFierce Deity Mask
Snow Boots,Armor,Gerudo Desert,Price:1300 RupeesLocation:Gerudo Secret ClubStats:3 DefenseArmor Effect:Snow Speed Up
Snowfield Stable Well,Well,Hebra Mountains,Location:Behind Snowfield Stable. Melt the ice atop the well to access it.Contents:1 x Rare Ore Deposit4 x Ore Deposit3 x Fairy1 x Glowing Cave Fish1 x Bomb Flower3 x Sticky Lizard2 x Brightcap
Snowquill Headdress,Armor,Tabantha Frontier,Set:SnowquillLocation:Can be purchased from the armor shop inRito VillageStats:3 DefenseArmor Effect:Cold Resistance
Snowquill Trousers,Armor,Tabantha Frontier,Set:SnowquillLocation:Can be purchased from the armor shop inRito VillageStats:3 DefenseArmor Effect:Cold Resistance
Snowquill Tunic,Armor,Tabantha Frontier,Set:SnowquillLocation:Can be purchased from the armor shop inRito VillageStats:3 DefenseArmor Effect:Cold Resistance
So-oaw Lightroot,Lightroot,Depths,
Sohse Lightroot,Lightroot,Depths,
Sokkala Bridge,Landmark,Akkala Highlands,
Soldier's Armor,Armor,Hyrule Field,"Set:Soldier'sSoldier's HelmSoldier's GreavesLocation:In theRoyal Hidden Passagetunnels, accessible through the hatch inObservation RoomCoordinates:-0267 0637 -0035Stats:4 Defense"
Soldier's Greaves,Armor,Hyrule Field,"Set:Soldier'sSoldier's HelmSoldier's ArmorLocation:In theRoyal Hidden Passagetunnels, accessible through the hatch inObservation RoomCoordinates:0307 0280 -0006Stats:4 Defense"
Soldier's Helm,Armor,Hyrule Field,"Set:Soldier'sSoldier's ArmorSoldier's GreavesLocation:In theRoyal Hidden Passagetunnels, accessible through the hatch inObservation RoomStats:4 Defense"
Sonapan Shrine,Shrine,Hyrule Ridge,"Missing PathwaysLocation:-1921, -0361, 0228 - On the side of Satori Mountain, in an apple grove.Solution:Ascend through the ledge.Place the metal cube on top of the ledge, then Ascend through it to the staircase.Ultrahand the metal cube form the alcove to the pool, just underneath the ledge.Ascend through the alcove on the ledge. Then, paraglide to the metal cube and Ascend to the end statue.Treasure:Arrow x5 - Embedded high in a wall. After ascending the first ledge, bring the metal cube from the right alcove to the left, creating a pathway to the chest."
Soryotanog Shrine,Shrine,Gerudo Desert,"Buried LightLocation:-3884, -2964, 0123 - At the top of the palace in Gerudo TownSolution:Dislodge the Fan from the sand dune. Activate it, then Ultrahand it to blow away the last sand dune.Pick up the Small Key from the chest and open the door.In the next room, Ascend to the ledge on the left and destroy the construct.Blow away the sand dunes to reveal both a beam of light and a mirror. Place the mirror on the upper ledge to reflect the beam through the gates. Aim at the corner of the walls beyond the bars.Return in the first room, and blow away the mirror from the sand dune. Using Ultrahand, reflect the light beam into the hexagon above the door.Treasure:10x Arrows - Beyond the Small Key door, turn right and crouch in the alcove. There, blow away the sand dunes and grab the Fan Guster from the defeated construct. Glide to the upper ledge using your Fan, then attack the sand dune with the Fan Guster to blow it away. The cog should move and open the door to the chest."
Soul of the Gorons,Side Quest,Eldin Canyon,"How to Begin:CompleteYunobo of the GoronsSolution:Deliver three diamonds, five flints, and one Cobble CrusherReward:Boulder Breaker"
South Akkala Stable Well,Well,Akkala Highlands,
South Gerudo Cave,Cave,Gerudo Desert,Cave Entrances:Drop through the sand pit near the Hudson Sign.Bubbulfrog:Through the breakable wall behind the Horriblin camp.Inside the Cave:Knight-Claymore Spear [Chest]Soldier's-Claymore Spear [Chest]
South Lomei Castle Top Floor,Landmark,Sky,
South Lomei Castle Top Floor,Landmark,Sky,
South Lomei Depths Labyrinth,Landmark,Depths,
South Nabi Lake Well,Well,West Necluda,Location:??Contents:??Note:A way to reach the depths
Southern Mine Cave,Cave,Eldin Canyon,Cave Entrances:Southern Mine EntranceBubbulfrog:Follow the left wall. Behind a breakable rock near two minecarts and a chest with a Cobble CrusherInside the Cave:Fire LikeSide questMine-Cart Land: Open for Business!. Available after completion ofYunobo of Goron City
Southern Oasis Training Area,Landmark,Gerudo Desert,
Spectacle Rock Cave,Cave,Gerudo Highlands,Cave Entrances:??Bubbulfrog:Destroy rocks on pillar in the middle of the cave.Inside the Cave:Destroy big wall of rocks to reveal a passage with platforms and one Fire Like.Fire Like drops a chest that contains a Radiant Shield.
Spirit Temple,Temple,Depths,
Spirit Temple,Landmark,Depths,
Spotting Spot,Side Quest,Hyrule Field,"Previous Side Quest:The Incomplete StableHow To Begin:Speak to Lester (requires a certain amount of plot progression)TameSpotand bring it back to the Mini Stable.Reward:Spot (Unique Horse)50 RupeesSwift CarrotNote:After completing the quest, speak to Lester again to register the unique horse."
Spring of Courage,Landmark,West Necluda,
Spring of Power,Landmark,Deep Akkala,
Sprinkler System,Yiga Schematic,Depths,
Stakijat Lightroot,Lightroot,Depths,
Stalnox Fabric,Paraglider Fabric,East Necluda,"Required:CompletePhotograph a ChuchuTake a picture of a Stalnox, then show the new fabric reference to Sayge at theKochi Dye Shop."
Stalry Plateau Cave,Cave,Gerudo Highlands,"Cave Entrances:??Bubbulfrog:On the ceiling, hiding behind a stalactite.Inside the Cave:Shield [Chest]. Underneath the tumbleweed pileFire Lizalfos"
Stamayam Lightroot,Lightroot,Depths,
Starview Island,Landmark,Sky,
Statue of the Eighth Heroine Cave,Cave,Gerudo Highlands,Cave Entrances:Use a mirror to shine light on the statue's chestBubbulfrog:Use a fan to blow away sand to the left of the tent with the chest to reveal a hidden chamber with the Bubbulfrog insideInside the Cave:Tingle's HoodRuby [Sand Mound]
Stealth Chest Guard,Armor,West Necluda,Set:StealthLocation:Can be purchased from the armor shop inKakariko VillageStats:2 DefenseArmor Effect:Stealth Up
Stealth Mask,Armor,West Necluda,Set:StealthLocation:Can be purchased from the armor shop inKakariko VillageStats:2 DefenseArmor Effect:Stealth Up
Stealth Tights,Armor,West Necluda,Set:StealthLocation:Can be purchased from the armor shop inKakariko VillageStats:2 DefenseArmor Effect:Stealth Up
Strongest in the World,Side Quest,Deep Akkala,"How To Begin:Speak to Chabi outsideEast Akkala StableTask:Bring a Lynel Horn to Chabi. You may used the markedLynel, or seek a stronger one for better rewards.Reward:Purple, Silver or Gold Rupee, depending of the horn's quality."
Sturnida Lavafalls,Landmark,Depths,
Sturnida Springs Cave,Cave,Hebra Mountains,"Cave Entrances:Sturnida Springs Cave EntranceBubbulfrog:In the back of the cave behind 2 breakable walls.Inside the Cave:If the side questWho Finds the Haven?has been started, the two sisters will be found in the cave's first chamber. Approaching them will trigger a cutscene and advance the quest.Chest (hidden behind a boulder in the middle of the first room)3 x Ore Deposit13 x Sticky Lizard1 x Big Hearty Truffle4 x Hearty Truffle23 x Brightcap4 x Chillshroom4 x Stamella Shroom5 x Rushroom21 x Brightbloom Seed2 x Giant Brightbloom Seed"
Suariwak Shrine,Shrine,Gerudo Highlands,"Rauru's BlessingRequired:CompleteThe Yiga Clan Examto access shrineLocation:-2524, 1770, 0131 - In the back room of theYiga Blademaster StationTreasure:Big Battery — Just before the end statue."
Supply-Eyeing Fliers,Side Quest,Tabantha Frontier,How to Begin:Speak to Huck.Solution:Kill the three Aerocudas.Reward:Purple Rupee.
Susub Shrine,Shrine,West Necluda,Rauru's BlessingLocation:InsideDeya Village Ruins WellTreasure:Magic Staff
Susuyai Shrine,Shrine,Hyrule Field,"A Spinning DeviceLocation:-0785, -0434, 0018 - ??Solution:Ultrahand the moving carts away to safely cross to the other side. Make sure to bring a cart to the far side.Position the cart forward, then activate it to cross the moving platform.Using Ultrahand, dislodge a Wheel from the cart and attack it to the side of the crank. Activate the Wheel to rotate the crank and open the gate.Remove the platform from the rail, and attach a Wheel in the opening above.Replace the platform on the rail, and activate the Wheel to move the platform to the end statue.Treasure:5x Arrows - Attached to the middle cart, at the beginning of the puzzle."
Taafei Hill Cave,Cave,Gerudo Highlands,"Cave Entrances:At the river's origin from the mountain.Bubbulfrog:Along the right wall, behind some breakable rocks.Inside the Cave:Rare Talus"
Tabahl Grove,Landmark,Depths,
Tabahl Woods Cave,Cave,Lanayru Great Spring,Cave Entrances:Tabahl Woods Cave EntranceBubbulfrog:Far back right in the main room.Inside the Cave:Silver Lizal Soear [Chest]
Tabahl Woods Well,Well,Lanayru Great Spring,Location:??Contents:??
Tabantha Bridge Stable Well,Well,Hyrule Ridge,Location:Behind Tabantha Bridge StableContents:Purple Rupee
Tabantha Great Bridge,Landmark,Tabantha Frontier,
Tabantha Hills Cave,Cave,Tabantha Frontier,"Cave Entrances:Tabantha Hills Cave EntranceBubbulfrog:Hanging on the ceiling, in the room just before the enemy camp. Will retreat to a higher ledge when hit.Inside the Cave:Enemy CampFeathered Spear3x Ore Deposit1x Luminous Stone Deposit"
Tabantha Village Ruins Well,Well,Tabantha Frontier,"Location:Tabantha Village RuinsCoordinates:-2360, 1872, 0279Contents:Purple Rupee"
Tadarok Shrine,Shrine,Hyrule Field,"Fire and WaterLocation:InsideRiver of the Dead Waterfall CaveSolution:Using Ultrahand, attach the block to the balls in the water and place them on the opposite side. Swim across to the next room.Block the fire melting the ice block by using the stone block.Drop the ice block into the lava to create a bridge.Pull the wood block out of the fire and drop it in the water to put it out. Take it back to the main room.Grab another ice block and drop it in the water under the ledge with the fire. Be sure to pull out the electricity ball from the water.Attach the stone block from the first room, the block from the main room and the wood block to create a pillar. Make sure the wood block is NOT on the bottom.Place your block pillar on the ledge above the ice block. Jump onto the ice block and use Ascend to get up.Treasure:Mighty Zonaite Shield"
